new_pos=(0, 0), new_pos_sym='\\', direction=1
new_pos=(30, 82), new_pos_sym='.', direction=2
new_pos=(29, 82), new_pos_sym='.', direction=2
new_pos=(28, 82), new_pos_sym='.', direction=2
new_pos=(27, 82), new_pos_sym='.', direction=2
new_pos=(26, 82), new_pos_sym='.', direction=2
new_pos=(25, 82), new_pos_sym='.', direction=2
new_pos=(24, 82), new_pos_sym='.', direction=2
new_pos=(23, 82), new_pos_sym='.', direction=2
new_pos=(22, 82), new_pos_sym='.', direction=2
new_pos=(21, 82), new_pos_sym='.', direction=2
new_pos=(20, 82), new_pos_sym='.', direction=2
new_pos=(19, 82), new_pos_sym='.', direction=2
new_pos=(18, 82), new_pos_sym='.', direction=2
new_pos=(17, 82), new_pos_sym='.', direction=2
new_pos=(16, 82), new_pos_sym='.', direction=2
new_pos=(15, 82), new_pos_sym='.', direction=2
new_pos=(14, 82), new_pos_sym='.', direction=2
new_pos=(13, 82), new_pos_sym='.', direction=2
new_pos=(12, 82), new_pos_sym='.', direction=2
new_pos=(11, 82), new_pos_sym='.', direction=2
new_pos=(10, 82), new_pos_sym='.', direction=2
new_pos=(9, 82), new_pos_sym='.', direction=2
new_pos=(8, 82), new_pos_sym='.', direction=2
new_pos=(7, 82), new_pos_sym='\\', direction=2
new_pos=(7, 81), new_pos_sym='.', direction=-1
new_pos=(7, 80), new_pos_sym='.', direction=-1
new_pos=(7, 79), new_pos_sym='.', direction=-1
new_pos=(7, 78), new_pos_sym='.', direction=-1
new_pos=(7, 77), new_pos_sym='.', direction=-1
new_pos=(7, 76), new_pos_sym='.', direction=-1
new_pos=(7, 75), new_pos_sym='.', direction=-1
new_pos=(7, 74), new_pos_sym='.', direction=-1
new_pos=(7, 73), new_pos_sym='.', direction=-1
new_pos=(7, 72), new_pos_sym='.', direction=-1
new_pos=(7, 71), new_pos_sym='.', direction=-1
new_pos=(7, 70), new_pos_sym='.', direction=-1
new_pos=(7, 69), new_pos_sym='.', direction=-1
new_pos=(7, 68), new_pos_sym='.', direction=-1
new_pos=(7, 67), new_pos_sym='.', direction=-1
new_pos=(7, 66), new_pos_sym='|', direction=-1
new_pos=(6, 66), new_pos_sym='.', direction=2
new_pos=(5, 66), new_pos_sym='.', direction=2
new_pos=(4, 66), new_pos_sym='.', direction=2
new_pos=(3, 66), new_pos_sym='.', direction=2
new_pos=(2, 66), new_pos_sym='.', direction=2
new_pos=(1, 66), new_pos_sym='.', direction=2
new_pos=(0, 66), new_pos_sym='.', direction=2
one beam left the map
new_pos=(8, 66), new_pos_sym='.', direction=-2
new_pos=(9, 66), new_pos_sym='.', direction=-2
new_pos=(10, 66), new_pos_sym='.', direction=-2
new_pos=(11, 66), new_pos_sym='.', direction=-2
new_pos=(12, 66), new_pos_sym='.', direction=-2
new_pos=(13, 66), new_pos_sym='|', direction=-2
new_pos=(14, 66), new_pos_sym='.', direction=-2
new_pos=(15, 66), new_pos_sym='.', direction=-2
new_pos=(16, 66), new_pos_sym='.', direction=-2
new_pos=(17, 66), new_pos_sym='.', direction=-2
new_pos=(18, 66), new_pos_sym='-', direction=-2
new_pos=(18, 65), new_pos_sym='/', direction=-1
new_pos=(19, 65), new_pos_sym='.', direction=-2
new_pos=(20, 65), new_pos_sym='.', direction=-2
new_pos=(21, 65), new_pos_sym='.', direction=-2
new_pos=(22, 65), new_pos_sym='.', direction=-2
new_pos=(23, 65), new_pos_sym='.', direction=-2
new_pos=(24, 65), new_pos_sym='.', direction=-2
new_pos=(25, 65), new_pos_sym='.', direction=-2
new_pos=(26, 65), new_pos_sym='.', direction=-2
new_pos=(27, 65), new_pos_sym='.', direction=-2
new_pos=(28, 65), new_pos_sym='.', direction=-2
new_pos=(29, 65), new_pos_sym='.', direction=-2
new_pos=(30, 65), new_pos_sym='.', direction=-2
new_pos=(31, 65), new_pos_sym='.', direction=-2
new_pos=(32, 65), new_pos_sym='.', direction=-2
new_pos=(33, 65), new_pos_sym='.', direction=-2
new_pos=(34, 65), new_pos_sym='.', direction=-2
new_pos=(35, 65), new_pos_sym='.', direction=-2
new_pos=(36, 65), new_pos_sym='.', direction=-2
new_pos=(37, 65), new_pos_sym='.', direction=-2
new_pos=(38, 65), new_pos_sym='.', direction=-2
new_pos=(39, 65), new_pos_sym='.', direction=-2
new_pos=(40, 65), new_pos_sym='.', direction=-2
new_pos=(41, 65), new_pos_sym='.', direction=-2
new_pos=(42, 65), new_pos_sym='.', direction=-2
new_pos=(43, 65), new_pos_sym='.', direction=-2
new_pos=(44, 65), new_pos_sym='.', direction=-2
new_pos=(45, 65), new_pos_sym='.', direction=-2
new_pos=(46, 65), new_pos_sym='.', direction=-2
new_pos=(47, 65), new_pos_sym='.', direction=-2
new_pos=(48, 65), new_pos_sym='.', direction=-2
new_pos=(49, 65), new_pos_sym='.', direction=-2
new_pos=(50, 65), new_pos_sym='.', direction=-2
new_pos=(51, 65), new_pos_sym='.', direction=-2
new_pos=(52, 65), new_pos_sym='.', direction=-2
new_pos=(53, 65), new_pos_sym='.', direction=-2
new_pos=(54, 65), new_pos_sym='.', direction=-2
new_pos=(55, 65), new_pos_sym='.', direction=-2
new_pos=(56, 65), new_pos_sym='.', direction=-2
new_pos=(57, 65), new_pos_sym='.', direction=-2
new_pos=(58, 65), new_pos_sym='.', direction=-2
new_pos=(59, 65), new_pos_sym='.', direction=-2
new_pos=(60, 65), new_pos_sym='.', direction=-2
new_pos=(61, 65), new_pos_sym='.', direction=-2
new_pos=(62, 65), new_pos_sym='.', direction=-2
new_pos=(63, 65), new_pos_sym='.', direction=-2
new_pos=(64, 65), new_pos_sym='.', direction=-2
new_pos=(65, 65), new_pos_sym='.', direction=-2
new_pos=(66, 65), new_pos_sym='.', direction=-2
new_pos=(67, 65), new_pos_sym='.', direction=-2
new_pos=(68, 65), new_pos_sym='.', direction=-2
new_pos=(69, 65), new_pos_sym='-', direction=-2
new_pos=(69, 64), new_pos_sym='.', direction=-1
new_pos=(69, 63), new_pos_sym='.', direction=-1
new_pos=(69, 62), new_pos_sym='.', direction=-1
new_pos=(69, 61), new_pos_sym='.', direction=-1
new_pos=(69, 60), new_pos_sym='/', direction=-1
new_pos=(70, 60), new_pos_sym='.', direction=-2
new_pos=(71, 60), new_pos_sym='.', direction=-2
new_pos=(72, 60), new_pos_sym='.', direction=-2
new_pos=(73, 60), new_pos_sym='.', direction=-2
new_pos=(74, 60), new_pos_sym='|', direction=-2
new_pos=(75, 60), new_pos_sym='.', direction=-2
new_pos=(76, 60), new_pos_sym='.', direction=-2
new_pos=(77, 60), new_pos_sym='.', direction=-2
new_pos=(78, 60), new_pos_sym='.', direction=-2
new_pos=(79, 60), new_pos_sym='.', direction=-2
new_pos=(80, 60), new_pos_sym='.', direction=-2
new_pos=(81, 60), new_pos_sym='.', direction=-2
new_pos=(82, 60), new_pos_sym='.', direction=-2
new_pos=(83, 60), new_pos_sym='.', direction=-2
new_pos=(84, 60), new_pos_sym='|', direction=-2
new_pos=(85, 60), new_pos_sym='.', direction=-2
new_pos=(86, 60), new_pos_sym='.', direction=-2
new_pos=(87, 60), new_pos_sym='.', direction=-2
new_pos=(88, 60), new_pos_sym='.', direction=-2
new_pos=(89, 60), new_pos_sym='.', direction=-2
new_pos=(90, 60), new_pos_sym='.', direction=-2
new_pos=(91, 60), new_pos_sym='-', direction=-2
new_pos=(91, 59), new_pos_sym='.', direction=-1
new_pos=(91, 58), new_pos_sym='/', direction=-1
new_pos=(92, 58), new_pos_sym='.', direction=-2
new_pos=(93, 58), new_pos_sym='.', direction=-2
new_pos=(94, 58), new_pos_sym='.', direction=-2
new_pos=(95, 58), new_pos_sym='.', direction=-2
new_pos=(96, 58), new_pos_sym='.', direction=-2
new_pos=(97, 58), new_pos_sym='.', direction=-2
new_pos=(98, 58), new_pos_sym='.', direction=-2
new_pos=(99, 58), new_pos_sym='.', direction=-2
new_pos=(100, 58), new_pos_sym='\\', direction=-2
new_pos=(100, 59), new_pos_sym='.', direction=1
new_pos=(100, 60), new_pos_sym='.', direction=1
new_pos=(100, 61), new_pos_sym='.', direction=1
new_pos=(100, 62), new_pos_sym='.', direction=1
new_pos=(100, 63), new_pos_sym='.', direction=1
new_pos=(100, 64), new_pos_sym='.', direction=1
new_pos=(100, 65), new_pos_sym='.', direction=1
new_pos=(100, 66), new_pos_sym='.', direction=1
new_pos=(100, 67), new_pos_sym='/', direction=1
new_pos=(99, 67), new_pos_sym='.', direction=2
new_pos=(98, 67), new_pos_sym='.', direction=2
new_pos=(97, 67), new_pos_sym='|', direction=2
new_pos=(96, 67), new_pos_sym='.', direction=2
new_pos=(95, 67), new_pos_sym='.', direction=2
new_pos=(94, 67), new_pos_sym='.', direction=2
new_pos=(93, 67), new_pos_sym='.', direction=2
new_pos=(92, 67), new_pos_sym='.', direction=2
new_pos=(91, 67), new_pos_sym='.', direction=2
new_pos=(90, 67), new_pos_sym='.', direction=2
new_pos=(89, 67), new_pos_sym='.', direction=2
new_pos=(88, 67), new_pos_sym='.', direction=2
new_pos=(87, 67), new_pos_sym='.', direction=2
new_pos=(86, 67), new_pos_sym='-', direction=2
new_pos=(86, 66), new_pos_sym='|', direction=-1
new_pos=(85, 66), new_pos_sym='.', direction=2
new_pos=(84, 66), new_pos_sym='.', direction=2
new_pos=(83, 66), new_pos_sym='.', direction=2
new_pos=(82, 66), new_pos_sym='.', direction=2
new_pos=(81, 66), new_pos_sym='.', direction=2
new_pos=(80, 66), new_pos_sym='.', direction=2
new_pos=(79, 66), new_pos_sym='.', direction=2
new_pos=(78, 66), new_pos_sym='.', direction=2
new_pos=(77, 66), new_pos_sym='.', direction=2
new_pos=(76, 66), new_pos_sym='.', direction=2
new_pos=(75, 66), new_pos_sym='.', direction=2
new_pos=(74, 66), new_pos_sym='.', direction=2
new_pos=(73, 66), new_pos_sym='.', direction=2
new_pos=(72, 66), new_pos_sym='.', direction=2
new_pos=(71, 66), new_pos_sym='.', direction=2
new_pos=(70, 66), new_pos_sym='.', direction=2
new_pos=(69, 66), new_pos_sym='.', direction=2
new_pos=(68, 66), new_pos_sym='.', direction=2
new_pos=(67, 66), new_pos_sym='.', direction=2
new_pos=(66, 66), new_pos_sym='.', direction=2
new_pos=(65, 66), new_pos_sym='.', direction=2
new_pos=(64, 66), new_pos_sym='.', direction=2
new_pos=(63, 66), new_pos_sym='.', direction=2
new_pos=(62, 66), new_pos_sym='.', direction=2
new_pos=(61, 66), new_pos_sym='.', direction=2
new_pos=(60, 66), new_pos_sym='.', direction=2
new_pos=(59, 66), new_pos_sym='.', direction=2
new_pos=(58, 66), new_pos_sym='.', direction=2
new_pos=(57, 66), new_pos_sym='.', direction=2
new_pos=(56, 66), new_pos_sym='.', direction=2
new_pos=(55, 66), new_pos_sym='.', direction=2
new_pos=(54, 66), new_pos_sym='|', direction=2
new_pos=(53, 66), new_pos_sym='.', direction=2
new_pos=(52, 66), new_pos_sym='.', direction=2
new_pos=(51, 66), new_pos_sym='.', direction=2
new_pos=(50, 66), new_pos_sym='.', direction=2
new_pos=(49, 66), new_pos_sym='.', direction=2
new_pos=(48, 66), new_pos_sym='.', direction=2
new_pos=(47, 66), new_pos_sym='-', direction=2
new_pos=(47, 65), new_pos_sym='.', direction=-1
new_pos=(47, 64), new_pos_sym='.', direction=-1
new_pos=(47, 63), new_pos_sym='.', direction=-1
new_pos=(47, 62), new_pos_sym='.', direction=-1
new_pos=(47, 61), new_pos_sym='-', direction=-1
new_pos=(47, 67), new_pos_sym='.', direction=1
new_pos=(47, 68), new_pos_sym='.', direction=1
new_pos=(47, 69), new_pos_sym='.', direction=1
new_pos=(47, 70), new_pos_sym='.', direction=1
new_pos=(47, 71), new_pos_sym='.', direction=1
new_pos=(47, 72), new_pos_sym='.', direction=1
new_pos=(47, 73), new_pos_sym='|', direction=1
new_pos=(46, 73), new_pos_sym='.', direction=2
new_pos=(45, 73), new_pos_sym='.', direction=2
new_pos=(44, 73), new_pos_sym='.', direction=2
new_pos=(43, 73), new_pos_sym='.', direction=2
new_pos=(42, 73), new_pos_sym='.', direction=2
new_pos=(41, 73), new_pos_sym='.', direction=2
new_pos=(40, 73), new_pos_sym='.', direction=2
new_pos=(39, 73), new_pos_sym='.', direction=2
new_pos=(38, 73), new_pos_sym='.', direction=2
new_pos=(37, 73), new_pos_sym='.', direction=2
new_pos=(36, 73), new_pos_sym='.', direction=2
new_pos=(35, 73), new_pos_sym='.', direction=2
new_pos=(34, 73), new_pos_sym='.', direction=2
new_pos=(33, 73), new_pos_sym='.', direction=2
new_pos=(32, 73), new_pos_sym='.', direction=2
new_pos=(31, 73), new_pos_sym='\\', direction=2
new_pos=(31, 72), new_pos_sym='.', direction=-1
new_pos=(31, 71), new_pos_sym='.', direction=-1
new_pos=(31, 70), new_pos_sym='.', direction=-1
new_pos=(31, 69), new_pos_sym='.', direction=-1
new_pos=(31, 68), new_pos_sym='.', direction=-1
new_pos=(31, 67), new_pos_sym='.', direction=-1
new_pos=(31, 66), new_pos_sym='.', direction=-1
new_pos=(31, 65), new_pos_sym='.', direction=-1
new_pos=(31, 64), new_pos_sym='.', direction=-1
new_pos=(31, 63), new_pos_sym='.', direction=-1
new_pos=(31, 62), new_pos_sym='.', direction=-1
new_pos=(31, 61), new_pos_sym='.', direction=-1
new_pos=(31, 60), new_pos_sym='.', direction=-1
new_pos=(31, 59), new_pos_sym='-', direction=-1
new_pos=(31, 58), new_pos_sym='.', direction=-1
new_pos=(31, 57), new_pos_sym='.', direction=-1
new_pos=(31, 56), new_pos_sym='.', direction=-1
new_pos=(31, 55), new_pos_sym='.', direction=-1
new_pos=(31, 54), new_pos_sym='.', direction=-1
new_pos=(31, 53), new_pos_sym='.', direction=-1
new_pos=(31, 52), new_pos_sym='.', direction=-1
new_pos=(31, 51), new_pos_sym='.', direction=-1
new_pos=(31, 50), new_pos_sym='.', direction=-1
new_pos=(31, 49), new_pos_sym='.', direction=-1
new_pos=(31, 48), new_pos_sym='.', direction=-1
new_pos=(31, 47), new_pos_sym='.', direction=-1
new_pos=(31, 46), new_pos_sym='.', direction=-1
new_pos=(31, 45), new_pos_sym='.', direction=-1
new_pos=(31, 44), new_pos_sym='.', direction=-1
new_pos=(31, 43), new_pos_sym='.', direction=-1
new_pos=(31, 42), new_pos_sym='.', direction=-1
new_pos=(31, 41), new_pos_sym='.', direction=-1
new_pos=(31, 40), new_pos_sym='.', direction=-1
new_pos=(31, 39), new_pos_sym='.', direction=-1
new_pos=(31, 38), new_pos_sym='.', direction=-1
new_pos=(31, 37), new_pos_sym='.', direction=-1
new_pos=(31, 36), new_pos_sym='.', direction=-1
new_pos=(31, 35), new_pos_sym='.', direction=-1
new_pos=(31, 34), new_pos_sym='.', direction=-1
new_pos=(31, 33), new_pos_sym='.', direction=-1
new_pos=(31, 32), new_pos_sym='.', direction=-1
new_pos=(31, 31), new_pos_sym='.', direction=-1
new_pos=(31, 30), new_pos_sym='.', direction=-1
new_pos=(31, 29), new_pos_sym='|', direction=-1
new_pos=(30, 29), new_pos_sym='.', direction=2
new_pos=(29, 29), new_pos_sym='.', direction=2
new_pos=(28, 29), new_pos_sym='/', direction=2
new_pos=(28, 30), new_pos_sym='/', direction=1
new_pos=(27, 30), new_pos_sym='.', direction=2
new_pos=(26, 30), new_pos_sym='.', direction=2
new_pos=(25, 30), new_pos_sym='/', direction=2
new_pos=(25, 31), new_pos_sym='.', direction=1
new_pos=(25, 32), new_pos_sym='.', direction=1
new_pos=(25, 33), new_pos_sym='.', direction=1
new_pos=(25, 34), new_pos_sym='.', direction=1
new_pos=(25, 35), new_pos_sym='.', direction=1
new_pos=(25, 36), new_pos_sym='.', direction=1
new_pos=(25, 37), new_pos_sym='-', direction=1
new_pos=(25, 38), new_pos_sym='|', direction=1
new_pos=(24, 38), new_pos_sym='.', direction=2
new_pos=(23, 38), new_pos_sym='.', direction=2
new_pos=(22, 38), new_pos_sym='.', direction=2
new_pos=(21, 38), new_pos_sym='.', direction=2
new_pos=(20, 38), new_pos_sym='.', direction=2
new_pos=(19, 38), new_pos_sym='/', direction=2
new_pos=(19, 39), new_pos_sym='.', direction=1
new_pos=(19, 40), new_pos_sym='.', direction=1
new_pos=(19, 41), new_pos_sym='.', direction=1
new_pos=(19, 42), new_pos_sym='-', direction=1
new_pos=(19, 43), new_pos_sym='.', direction=1
new_pos=(19, 44), new_pos_sym='.', direction=1
new_pos=(19, 45), new_pos_sym='.', direction=1
new_pos=(19, 46), new_pos_sym='.', direction=1
new_pos=(19, 47), new_pos_sym='.', direction=1
new_pos=(19, 48), new_pos_sym='.', direction=1
new_pos=(19, 49), new_pos_sym='.', direction=1
new_pos=(19, 50), new_pos_sym='.', direction=1
new_pos=(19, 51), new_pos_sym='.', direction=1
new_pos=(19, 52), new_pos_sym='.', direction=1
new_pos=(19, 53), new_pos_sym='.', direction=1
new_pos=(19, 54), new_pos_sym='.', direction=1
new_pos=(19, 55), new_pos_sym='.', direction=1
new_pos=(19, 56), new_pos_sym='\\', direction=1
new_pos=(20, 56), new_pos_sym='.', direction=-2
new_pos=(21, 56), new_pos_sym='.', direction=-2
new_pos=(22, 56), new_pos_sym='.', direction=-2
new_pos=(23, 56), new_pos_sym='.', direction=-2
new_pos=(24, 56), new_pos_sym='.', direction=-2
new_pos=(25, 56), new_pos_sym='.', direction=-2
new_pos=(26, 56), new_pos_sym='.', direction=-2
new_pos=(27, 56), new_pos_sym='.', direction=-2
new_pos=(28, 56), new_pos_sym='.', direction=-2
new_pos=(29, 56), new_pos_sym='.', direction=-2
new_pos=(30, 56), new_pos_sym='.', direction=-2
new_pos=(31, 56), new_pos_sym='.', direction=-2
new_pos=(32, 56), new_pos_sym='.', direction=-2
new_pos=(33, 56), new_pos_sym='.', direction=-2
new_pos=(34, 56), new_pos_sym='.', direction=-2
new_pos=(35, 56), new_pos_sym='.', direction=-2
new_pos=(36, 56), new_pos_sym='.', direction=-2
new_pos=(37, 56), new_pos_sym='.', direction=-2
new_pos=(38, 56), new_pos_sym='.', direction=-2
new_pos=(39, 56), new_pos_sym='.', direction=-2
new_pos=(40, 56), new_pos_sym='.', direction=-2
new_pos=(41, 56), new_pos_sym='.', direction=-2
new_pos=(42, 56), new_pos_sym='.', direction=-2
new_pos=(43, 56), new_pos_sym='.', direction=-2
new_pos=(44, 56), new_pos_sym='.', direction=-2
new_pos=(45, 56), new_pos_sym='.', direction=-2
new_pos=(46, 56), new_pos_sym='.', direction=-2
new_pos=(47, 56), new_pos_sym='.', direction=-2
new_pos=(48, 56), new_pos_sym='.', direction=-2
new_pos=(49, 56), new_pos_sym='.', direction=-2
new_pos=(50, 56), new_pos_sym='.', direction=-2
new_pos=(51, 56), new_pos_sym='.', direction=-2
new_pos=(52, 56), new_pos_sym='.', direction=-2
new_pos=(53, 56), new_pos_sym='.', direction=-2
new_pos=(54, 56), new_pos_sym='.', direction=-2
new_pos=(55, 56), new_pos_sym='.', direction=-2
new_pos=(56, 56), new_pos_sym='.', direction=-2
new_pos=(57, 56), new_pos_sym='-', direction=-2
new_pos=(57, 55), new_pos_sym='.', direction=-1
new_pos=(57, 54), new_pos_sym='.', direction=-1
new_pos=(57, 53), new_pos_sym='.', direction=-1
new_pos=(57, 52), new_pos_sym='.', direction=-1
new_pos=(57, 51), new_pos_sym='.', direction=-1
new_pos=(57, 50), new_pos_sym='.', direction=-1
new_pos=(57, 49), new_pos_sym='.', direction=-1
new_pos=(57, 48), new_pos_sym='/', direction=-1
new_pos=(58, 48), new_pos_sym='.', direction=-2
new_pos=(59, 48), new_pos_sym='.', direction=-2
new_pos=(60, 48), new_pos_sym='.', direction=-2
new_pos=(61, 48), new_pos_sym='.', direction=-2
new_pos=(62, 48), new_pos_sym='/', direction=-2
new_pos=(62, 47), new_pos_sym='/', direction=-1
new_pos=(63, 47), new_pos_sym='.', direction=-2
new_pos=(64, 47), new_pos_sym='.', direction=-2
new_pos=(65, 47), new_pos_sym='.', direction=-2
new_pos=(66, 47), new_pos_sym='|', direction=-2
new_pos=(67, 47), new_pos_sym='.', direction=-2
new_pos=(68, 47), new_pos_sym='.', direction=-2
new_pos=(69, 47), new_pos_sym='.', direction=-2
new_pos=(70, 47), new_pos_sym='.', direction=-2
new_pos=(71, 47), new_pos_sym='\\', direction=-2
new_pos=(71, 48), new_pos_sym='.', direction=1
new_pos=(71, 49), new_pos_sym='.', direction=1
new_pos=(71, 50), new_pos_sym='.', direction=1
new_pos=(71, 51), new_pos_sym='.', direction=1
new_pos=(71, 52), new_pos_sym='.', direction=1
new_pos=(71, 53), new_pos_sym='.', direction=1
new_pos=(71, 54), new_pos_sym='.', direction=1
new_pos=(71, 55), new_pos_sym='.', direction=1
new_pos=(71, 56), new_pos_sym='.', direction=1
new_pos=(71, 57), new_pos_sym='.', direction=1
new_pos=(71, 58), new_pos_sym='.', direction=1
new_pos=(71, 59), new_pos_sym='.', direction=1
new_pos=(71, 60), new_pos_sym='.', direction=1
new_pos=(71, 61), new_pos_sym='.', direction=1
new_pos=(71, 62), new_pos_sym='.', direction=1
new_pos=(71, 63), new_pos_sym='.', direction=1
new_pos=(71, 64), new_pos_sym='.', direction=1
new_pos=(71, 65), new_pos_sym='.', direction=1
new_pos=(71, 66), new_pos_sym='.', direction=1
new_pos=(71, 67), new_pos_sym='.', direction=1
new_pos=(71, 68), new_pos_sym='.', direction=1
new_pos=(71, 69), new_pos_sym='.', direction=1
new_pos=(71, 70), new_pos_sym='.', direction=1
new_pos=(71, 71), new_pos_sym='.', direction=1
new_pos=(71, 72), new_pos_sym='.', direction=1
new_pos=(71, 73), new_pos_sym='.', direction=1
new_pos=(71, 74), new_pos_sym='.', direction=1
new_pos=(71, 75), new_pos_sym='.', direction=1
new_pos=(71, 76), new_pos_sym='.', direction=1
new_pos=(71, 77), new_pos_sym='.', direction=1
new_pos=(71, 78), new_pos_sym='.', direction=1
new_pos=(71, 79), new_pos_sym='.', direction=1
new_pos=(71, 80), new_pos_sym='.', direction=1
new_pos=(71, 81), new_pos_sym='.', direction=1
new_pos=(71, 82), new_pos_sym='.', direction=1
new_pos=(71, 83), new_pos_sym='.', direction=1
new_pos=(71, 84), new_pos_sym='\\', direction=1
new_pos=(72, 84), new_pos_sym='.', direction=-2
new_pos=(73, 84), new_pos_sym='.', direction=-2
new_pos=(74, 84), new_pos_sym='.', direction=-2
new_pos=(75, 84), new_pos_sym='.', direction=-2
new_pos=(76, 84), new_pos_sym='.', direction=-2
new_pos=(77, 84), new_pos_sym='.', direction=-2
new_pos=(78, 84), new_pos_sym='.', direction=-2
new_pos=(79, 84), new_pos_sym='.', direction=-2
new_pos=(80, 84), new_pos_sym='.', direction=-2
new_pos=(81, 84), new_pos_sym='.', direction=-2
new_pos=(82, 84), new_pos_sym='.', direction=-2
new_pos=(83, 84), new_pos_sym='.', direction=-2
new_pos=(84, 84), new_pos_sym='.', direction=-2
new_pos=(85, 84), new_pos_sym='.', direction=-2
new_pos=(86, 84), new_pos_sym='.', direction=-2
new_pos=(87, 84), new_pos_sym='.', direction=-2
new_pos=(88, 84), new_pos_sym='.', direction=-2
new_pos=(89, 84), new_pos_sym='.', direction=-2
new_pos=(90, 84), new_pos_sym='.', direction=-2
new_pos=(91, 84), new_pos_sym='.', direction=-2
new_pos=(92, 84), new_pos_sym='.', direction=-2
new_pos=(93, 84), new_pos_sym='.', direction=-2
new_pos=(94, 84), new_pos_sym='.', direction=-2
new_pos=(95, 84), new_pos_sym='.', direction=-2
new_pos=(96, 84), new_pos_sym='.', direction=-2
new_pos=(97, 84), new_pos_sym='.', direction=-2
new_pos=(98, 84), new_pos_sym='.', direction=-2
new_pos=(99, 84), new_pos_sym='.', direction=-2
new_pos=(100, 84), new_pos_sym='.', direction=-2
new_pos=(101, 84), new_pos_sym='/', direction=-2
new_pos=(101, 83), new_pos_sym='.', direction=-1
new_pos=(101, 82), new_pos_sym='.', direction=-1
new_pos=(101, 81), new_pos_sym='.', direction=-1
new_pos=(101, 80), new_pos_sym='.', direction=-1
new_pos=(101, 79), new_pos_sym='.', direction=-1
new_pos=(101, 78), new_pos_sym='.', direction=-1
new_pos=(101, 77), new_pos_sym='.', direction=-1
new_pos=(101, 76), new_pos_sym='|', direction=-1
new_pos=(100, 76), new_pos_sym='-', direction=2
new_pos=(100, 75), new_pos_sym='.', direction=-1
new_pos=(100, 74), new_pos_sym='.', direction=-1
new_pos=(100, 73), new_pos_sym='.', direction=-1
new_pos=(100, 72), new_pos_sym='.', direction=-1
new_pos=(100, 71), new_pos_sym='.', direction=-1
new_pos=(100, 70), new_pos_sym='.', direction=-1
new_pos=(100, 69), new_pos_sym='.', direction=-1
new_pos=(100, 68), new_pos_sym='.', direction=-1
new_pos=(100, 67), new_pos_sym='/', direction=-1
new_pos=(101, 67), new_pos_sym='.', direction=-2
new_pos=(102, 67), new_pos_sym='.', direction=-2
new_pos=(103, 67), new_pos_sym='.', direction=-2
new_pos=(104, 67), new_pos_sym='.', direction=-2
new_pos=(105, 67), new_pos_sym='.', direction=-2
new_pos=(106, 67), new_pos_sym='.', direction=-2
new_pos=(107, 67), new_pos_sym='.', direction=-2
new_pos=(108, 67), new_pos_sym='.', direction=-2
new_pos=(109, 67), new_pos_sym='.', direction=-2
one beam left the map
new_pos=(100, 77), new_pos_sym='/', direction=1
new_pos=(99, 77), new_pos_sym='.', direction=2
new_pos=(98, 77), new_pos_sym='.', direction=2
new_pos=(97, 77), new_pos_sym='.', direction=2
new_pos=(96, 77), new_pos_sym='.', direction=2
new_pos=(95, 77), new_pos_sym='.', direction=2
new_pos=(94, 77), new_pos_sym='.', direction=2
new_pos=(93, 77), new_pos_sym='|', direction=2
new_pos=(92, 77), new_pos_sym='.', direction=2
new_pos=(91, 77), new_pos_sym='.', direction=2
new_pos=(90, 77), new_pos_sym='.', direction=2
new_pos=(89, 77), new_pos_sym='.', direction=2
new_pos=(88, 77), new_pos_sym='.', direction=2
new_pos=(87, 77), new_pos_sym='.', direction=2
new_pos=(86, 77), new_pos_sym='.', direction=2
new_pos=(85, 77), new_pos_sym='.', direction=2
new_pos=(84, 77), new_pos_sym='.', direction=2
new_pos=(83, 77), new_pos_sym='.', direction=2
new_pos=(82, 77), new_pos_sym='.', direction=2
new_pos=(81, 77), new_pos_sym='.', direction=2
new_pos=(80, 77), new_pos_sym='.', direction=2
new_pos=(79, 77), new_pos_sym='\\', direction=2
new_pos=(79, 76), new_pos_sym='.', direction=-1
new_pos=(79, 75), new_pos_sym='.', direction=-1
new_pos=(79, 74), new_pos_sym='.', direction=-1
new_pos=(79, 73), new_pos_sym='.', direction=-1
new_pos=(79, 72), new_pos_sym='.', direction=-1
new_pos=(79, 71), new_pos_sym='/', direction=-1
new_pos=(80, 71), new_pos_sym='\\', direction=-2
new_pos=(80, 72), new_pos_sym='.', direction=1
new_pos=(80, 73), new_pos_sym='.', direction=1
new_pos=(80, 74), new_pos_sym='.', direction=1
new_pos=(80, 75), new_pos_sym='.', direction=1
new_pos=(80, 76), new_pos_sym='.', direction=1
new_pos=(80, 77), new_pos_sym='.', direction=1
new_pos=(80, 78), new_pos_sym='.', direction=1
new_pos=(80, 79), new_pos_sym='.', direction=1
new_pos=(80, 80), new_pos_sym='.', direction=1
new_pos=(80, 81), new_pos_sym='.', direction=1
new_pos=(80, 82), new_pos_sym='/', direction=1
new_pos=(79, 82), new_pos_sym='.', direction=2
new_pos=(78, 82), new_pos_sym='.', direction=2
new_pos=(77, 82), new_pos_sym='.', direction=2
new_pos=(76, 82), new_pos_sym='.', direction=2
new_pos=(75, 82), new_pos_sym='/', direction=2
new_pos=(75, 83), new_pos_sym='.', direction=1
new_pos=(75, 84), new_pos_sym='.', direction=1
new_pos=(75, 85), new_pos_sym='.', direction=1
